"Date","Price"
"2020-08-18",90.12
"2020-08-19",88.83
"2020-08-20",88.3
"2020-08-21",88.57
"2020-08-24",88.85
"2020-08-25",88.5
"2020-08-26",88.91
"2020-08-27",90.86
"2020-08-28",92.58
"2020-08-31",92.14
"2020-09-01",94.76
"2020-09-02",96.14
"2020-09-03",94.13
"2020-09-04",93.36
"2020-09-08",90.85
"2020-09-09",91.84
"2020-09-10",90.05
"2020-09-11",90.36
"2020-09-14",90.84
"2020-09-15",90.51
"2020-09-16",89.94
"2020-09-17",89.49
"2020-09-18",88.46
"2020-09-21",88.97
"2020-09-22",89.68
"2020-09-23",88.52
"2020-09-24",88.95
"2020-09-25",89.8
"2020-09-28",91.25
"2020-09-29",90.95
"2020-09-30",92.35
"2020-10-01",94.12
"2020-10-02",92.36
"2020-10-05",92.75
"2020-10-06",91.63
"2020-10-07",92.14
"2020-10-08",92.58
"2020-10-09",93.25
"2020-10-12",94.96
"2020-10-13",96.08
"2020-10-14",94.99
"2020-10-15",94.81
"2020-10-16",94.98
"2020-10-19",93.71
"2020-10-20",94.03
"2020-10-21",94.17
"2020-10-22",93.89
"2020-10-23",93.97
"2020-10-26",92.91
"2020-10-27",93.5
"2020-10-28",90.93
"2020-10-29",90.83
"2020-10-30",90.21
"2020-11-02",91.36
"2020-11-03",92.78
"2020-11-04",92.79
"2020-11-05",93.34
"2020-11-06",94.21
"2020-11-09",93.5
"2020-11-10",95.25
"2020-11-11",96.78
"2020-11-12",96.84
"2020-11-13",97.89
"2020-11-16",98.87
"2020-11-17",97.68
"2020-11-18",96.98
"2020-11-19",97.97
"2020-11-20",97.38
"2020-11-23",97.47
"2020-11-24",97.94
"2020-11-25",98.14
"2020-11-27",98.21
"2020-11-30",98.49
"2020-12-01",99.05
"2020-12-02",97.87
"2020-12-03",97.75
"2020-12-04",98.07
"2020-12-07",97.65
"2020-12-08",98.14
"2020-12-09",97.81
"2020-12-10",97.24
"2020-12-11",97.33
"2020-12-14",96.63
"2020-12-15",96.79
"2020-12-16",96.77
"2020-12-17",97.28
"2020-12-18",97.63
"2020-12-21",97.12
"2020-12-22",96.08
"2020-12-23",95.88
"2020-12-24",96.19
"2020-12-28",97.38
"2020-12-29",97.25
"2020-12-30",97.17
"2020-12-31",97.49
"2021-01-04",96.93
"2021-01-05",96.82
"2021-01-06",96.53
"2021-01-07",96.38
"2021-01-08",96.94
